Breed Image,Breed Name,Breed Group,Breed Description,Origin,Coat Pattern,Coat Length,Health Issues,Lifespan,Good With,Shedding Amount,Playfulness,Affection Level,Activity Level,Tendency to Vocalize,Exercise Needs,Good with Cats,Good with Dogs,Good with Children,Good with Families,Lifespan Min Years,Lifespan Up to + Years
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7B0NDArjIw2HSIcEYmddSZ%2Fc96d6fd8a90c0f8d6fa2da9704bef7b0%2Fdevon-rex-cat.jpg&w=1080&q=75,Devon Rex,Other Breeds,"Meet the Devon Rex, aka the ""Alien Cat""! Known for its prominently large eyes and curly coat, the Devon Rex is a beautiful kitty adored for its playfulness and cuddliness. There is never a dull moment with these fur-riendly bundles of joy! In honor of their unique appearance, they also acquired affectionate the nickname of the ""Pixie Cat"".",UK,"Variety, including solid, calico, tortie, tabby",Shorthair,Skin conditions,10-15 years,"Children, Dogs, Cats, Families",Low,High,High,High,Medium,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6J7DhH2DmzK5hz8SXVrLNI%2F6b72197bfd44a6adfd70a00d53245377%2Fdomestic-shorthair.jpg&w=1080&q=75,Domestic Shorthair,Other Breeds,"The domestic shorhair cat is not a recognized breed with gilded papers, but is rather a cat of mixed ancestries. Here at Basepaws, we affectionately call them Domestic Polycats - because why do purebreds get to have all the cool names? Domestic Polycats are domestic cats of (yet) unknown origins.",Unknown,Variety of patterns,Shorthair,Diabetes mellitus,10-15+ years,"Children, Dogs, Cats, Families",Medium,High,High,High,Medium,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6J7DhH2DmzK5hz8SXVrLNI%2F6b72197bfd44a6adfd70a00d53245377%2Fdomestic-shorthair.jpg&w=1080&q=75,Domestic Shorthair,Other Breeds,"The domestic shorhair cat is not a recognized breed with gilded papers, but is rather a cat of mixed ancestries. Here at Basepaws, we affectionately call them Domestic Polycats - because why do purebreds get to have all the cool names? Domestic Polycats are domestic cats of (yet) unknown origins.",Unknown,Variety of patterns,Shorthair,Cancer,10-15+ years,"Children, Dogs, Cats, Families",Medium,High,High,High,Medium,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6J7DhH2DmzK5hz8SXVrLNI%2F6b72197bfd44a6adfd70a00d53245377%2Fdomestic-shorthair.jpg&w=1080&q=75,Domestic Shorthair,Other Breeds,"The domestic shorhair cat is not a recognized breed with gilded papers, but is rather a cat of mixed ancestries. Here at Basepaws, we affectionately call them Domestic Polycats - because why do purebreds get to have all the cool names? Domestic Polycats are domestic cats of (yet) unknown origins.",Unknown,Variety of patterns,Shorthair,Hyperthyroidism,10-15+ years,"Children, Dogs, Cats, Families",Medium,High,High,High,Medium,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6J7DhH2DmzK5hz8SXVrLNI%2F6b72197bfd44a6adfd70a00d53245377%2Fdomestic-shorthair.jpg&w=1080&q=75,Domestic Shorthair,Other Breeds,"The domestic shorhair cat is not a recognized breed with gilded papers, but is rather a cat of mixed ancestries. Here at Basepaws, we affectionately call them Domestic Polycats - because why do purebreds get to have all the cool names? Domestic Polycats are domestic cats of (yet) unknown origins.",Unknown,Variety of patterns,Shorthair,Chronic kidney disease,10-15+ years,"Children, Dogs, Cats, Families",Medium,High,High,High,Medium,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6J7DhH2DmzK5hz8SXVrLNI%2F6b72197bfd44a6adfd70a00d53245377%2Fdomestic-shorthair.jpg&w=1080&q=75,Domestic Shorthair,Other Breeds,"The domestic shorhair cat is not a recognized breed with gilded papers, but is rather a cat of mixed ancestries. Here at Basepaws, we affectionately call them Domestic Polycats - because why do purebreds get to have all the cool names? Domestic Polycats are domestic cats of (yet) unknown origins.",Unknown,Variety of patterns,Shorthair,Prone to obesity,10-15+ years,"Children, Dogs, Cats, Families",Medium,High,High,High,Medium,High,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7ko67AQ6W0aKtHej7WQVNc%2F1cb9f4ef12adb66011060a436dd767fe%2Ftoyger-cat.jpg&w=1080&q=75,Toyger,Other Breeds,"The Toyger dazzles  with their glittering coat and tiger-like stripes. A wild-looking kitty that is actaully all domestic cat, the Toyger will keep you on your toes with their high energy antics and warm your heart with their fierce loyalty.",USA,"Tabby with stretched, branched vertical stripes and circular head pattern",Shorthair,Hypertrophic cardiomyopathy (HCM),13+ years,"Children (older), Dogs, Cats, Families",High,High,High,High,High,High,1,1,1,1,10,13
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F7ko67AQ6W0aKtHej7WQVNc%2F1cb9f4ef12adb66011060a436dd767fe%2Ftoyger-cat.jpg&w=1080&q=75,Toyger,Other Breeds,"The Toyger dazzles  with their glittering coat and tiger-like stripes. A wild-looking kitty that is actaully all domestic cat, the Toyger will keep you on your toes with their high energy antics and warm your heart with their fierce loyalty.",USA,"Tabby with stretched, branched vertical stripes and circular head pattern",Shorthair,Generally healthy breed,13+ years,"Children (older), Dogs, Cats, Families",High,High,High,High,High,High,1,1,1,1,10,13
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1NeLAo5DNzpIfa3rUParHj%2Fca7a27d4a488286f2642c11e43fb5d5f%2FChartreux_breed_library.jpg&w=1080&q=75,Chartreux,Other Breeds,"The Chartreux is an easy-going cat who loves to love you. Their golden eyes shine beautifully against their silvery blue-grey coat, which covers their signature potato-shaped body that is well-muscled and supported by short, sturdy legs. This charismatic companion is sure to please with their playful, yet gentle demeanor.",France,Solid,Shorthair,Polycystic kidney disease (PKD),8-13+ years,"Children, Dogs, Cats, Families",Medium,Medium,High,Medium,Low,Medium,1,1,1,1,8,13
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1NeLAo5DNzpIfa3rUParHj%2Fca7a27d4a488286f2642c11e43fb5d5f%2FChartreux_breed_library.jpg&w=1080&q=75,Chartreux,Other Breeds,"The Chartreux is an easy-going cat who loves to love you. Their golden eyes shine beautifully against their silvery blue-grey coat, which covers their signature potato-shaped body that is well-muscled and supported by short, sturdy legs. This charismatic companion is sure to please with their playful, yet gentle demeanor.",France,Solid,Shorthair,Patellar luxation,8-13+ years,"Children, Dogs, Cats, Families",Medium,Medium,High,Medium,Low,Medium,1,1,1,1,8,13
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1NeLAo5DNzpIfa3rUParHj%2Fca7a27d4a488286f2642c11e43fb5d5f%2FChartreux_breed_library.jpg&w=1080&q=75,Chartreux,Other Breeds,"The Chartreux is an easy-going cat who loves to love you. Their golden eyes shine beautifully against their silvery blue-grey coat, which covers their signature potato-shaped body that is well-muscled and supported by short, sturdy legs. This charismatic companion is sure to please with their playful, yet gentle demeanor.",France,Solid,Shorthair,Prone to obesity,8-13+ years,"Children, Dogs, Cats, Families",Medium,Medium,High,Medium,Low,Medium,1,1,1,1,8,13
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6GgzJLUGQHFJnyKR384kLE%2Fe92e6d49218c780eb7991331ddc97454%2Fsomali-cat.jpg&w=1080&q=75,Somali Cat,Other Breeds,"The Somali cat has the beautiful features of the Abyssinian, but with locks that are longer and more luscious! The Somali shares the Abyssinian's ticked coat pattern, also known as agouti, in shades of ruddy, red, fawn, cinnamon, lilac, and blue. You'll be hooked from the moment their beautiful eyes, which range from copper to verdant hues, capture you in their mesmerizing gaze.",UK,Ticked (agouti),Longhair,Patellar luxation,10-19 years,"Familes, some pets (depends)",Medium,High,High,High,Low,High,0,0,0,1,10,19
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6GgzJLUGQHFJnyKR384kLE%2Fe92e6d49218c780eb7991331ddc97454%2Fsomali-cat.jpg&w=1080&q=75,Somali Cat,Other Breeds,"The Somali cat has the beautiful features of the Abyssinian, but with locks that are longer and more luscious! The Somali shares the Abyssinian's ticked coat pattern, also known as agouti, in shades of ruddy, red, fawn, cinnamon, lilac, and blue. You'll be hooked from the moment their beautiful eyes, which range from copper to verdant hues, capture you in their mesmerizing gaze.",UK,Ticked (agouti),Longhair,Pyruvate kinase deficiency,10-19 years,"Familes, some pets (depends)",Medium,High,High,High,Low,High,0,0,0,1,10,19
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6GgzJLUGQHFJnyKR384kLE%2Fe92e6d49218c780eb7991331ddc97454%2Fsomali-cat.jpg&w=1080&q=75,Somali Cat,Other Breeds,"The Somali cat has the beautiful features of the Abyssinian, but with locks that are longer and more luscious! The Somali shares the Abyssinian's ticked coat pattern, also known as agouti, in shades of ruddy, red, fawn, cinnamon, lilac, and blue. You'll be hooked from the moment their beautiful eyes, which range from copper to verdant hues, capture you in their mesmerizing gaze.",UK,Ticked (agouti),Longhair,Progressive retinal atrophy,10-19 years,"Familes, some pets (depends)",Medium,High,High,High,Low,High,0,0,0,1,10,19
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6GgzJLUGQHFJnyKR384kLE%2Fe92e6d49218c780eb7991331ddc97454%2Fsomali-cat.jpg&w=1080&q=75,Somali Cat,Other Breeds,"The Somali cat has the beautiful features of the Abyssinian, but with locks that are longer and more luscious! The Somali shares the Abyssinian's ticked coat pattern, also known as agouti, in shades of ruddy, red, fawn, cinnamon, lilac, and blue. You'll be hooked from the moment their beautiful eyes, which range from copper to verdant hues, capture you in their mesmerizing gaze.",UK,Ticked (agouti),Longhair,Renal amyloidosis (rare),10-19 years,"Familes, some pets (depends)",Medium,High,High,High,Low,High,0,0,0,1,10,19
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6GgzJLUGQHFJnyKR384kLE%2Fe92e6d49218c780eb7991331ddc97454%2Fsomali-cat.jpg&w=1080&q=75,Somali Cat,Other Breeds,"The Somali cat has the beautiful features of the Abyssinian, but with locks that are longer and more luscious! The Somali shares the Abyssinian's ticked coat pattern, also known as agouti, in shades of ruddy, red, fawn, cinnamon, lilac, and blue. You'll be hooked from the moment their beautiful eyes, which range from copper to verdant hues, capture you in their mesmerizing gaze.",USA,Ticked (agouti),Longhair,Patellar luxation,10-19 years,"Familes, some pets (depends)",Medium,High,High,High,Low,High,0,0,0,1,10,19
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6GgzJLUGQHFJnyKR384kLE%2Fe92e6d49218c780eb7991331ddc97454%2Fsomali-cat.jpg&w=1080&q=75,Somali Cat,Other Breeds,"The Somali cat has the beautiful features of the Abyssinian, but with locks that are longer and more luscious! The Somali shares the Abyssinian's ticked coat pattern, also known as agouti, in shades of ruddy, red, fawn, cinnamon, lilac, and blue. You'll be hooked from the moment their beautiful eyes, which range from copper to verdant hues, capture you in their mesmerizing gaze.",USA,Ticked (agouti),Longhair,Pyruvate kinase deficiency,10-19 years,"Familes, some pets (depends)",Medium,High,High,High,Low,High,0,0,0,1,10,19
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6GgzJLUGQHFJnyKR384kLE%2Fe92e6d49218c780eb7991331ddc97454%2Fsomali-cat.jpg&w=1080&q=75,Somali Cat,Other Breeds,"The Somali cat has the beautiful features of the Abyssinian, but with locks that are longer and more luscious! The Somali shares the Abyssinian's ticked coat pattern, also known as agouti, in shades of ruddy, red, fawn, cinnamon, lilac, and blue. You'll be hooked from the moment their beautiful eyes, which range from copper to verdant hues, capture you in their mesmerizing gaze.",USA,Ticked (agouti),Longhair,Progressive retinal atrophy,10-19 years,"Familes, some pets (depends)",Medium,High,High,High,Low,High,0,0,0,1,10,19
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F6GgzJLUGQHFJnyKR384kLE%2Fe92e6d49218c780eb7991331ddc97454%2Fsomali-cat.jpg&w=1080&q=75,Somali Cat,Other Breeds,"The Somali cat has the beautiful features of the Abyssinian, but with locks that are longer and more luscious! The Somali shares the Abyssinian's ticked coat pattern, also known as agouti, in shades of ruddy, red, fawn, cinnamon, lilac, and blue. You'll be hooked from the moment their beautiful eyes, which range from copper to verdant hues, capture you in their mesmerizing gaze.",USA,Ticked (agouti),Longhair,Renal amyloidosis (rare),10-19 years,"Familes, some pets (depends)",Medium,High,High,High,Low,High,0,0,0,1,10,19
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3ByEBqo9zsrhjYHn5ixdis%2Fb1051049467b6e5e779351d81eceb3e5%2FManx_cat_breed_library.jpg&w=1080&q=75,Manx,Other Breeds,"Originally called the ""stubbin"" cat, the affectionate, friendly, and inquisitive Manx cat is a loyal companion who makes for a wonderful family pet. Known to be a vocal kitty, the Manx loves to tell you all about their day. You will often find this ""mini race care driver"" zooming around looking for fun, in between seeking playtime and lots of cuddles with you.",Isle of Man,Variety of patterns,Shorthair,Prone to obesity,16+ years,"Children, Dogs, Cats, Families",Medium,High,High,Medium,High,High,1,1,1,1,10,16
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3ByEBqo9zsrhjYHn5ixdis%2Fb1051049467b6e5e779351d81eceb3e5%2FManx_cat_breed_library.jpg&w=1080&q=75,Manx,Other Breeds,"Originally called the ""stubbin"" cat, the affectionate, friendly, and inquisitive Manx cat is a loyal companion who makes for a wonderful family pet. Known to be a vocal kitty, the Manx loves to tell you all about their day. You will often find this ""mini race care driver"" zooming around looking for fun, in between seeking playtime and lots of cuddles with you.",Isle of Man,Variety of patterns,Shorthair,Feline lower urinary tract disease,16+ years,"Children, Dogs, Cats, Families",Medium,High,High,Medium,High,High,1,1,1,1,10,16
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3ByEBqo9zsrhjYHn5ixdis%2Fb1051049467b6e5e779351d81eceb3e5%2FManx_cat_breed_library.jpg&w=1080&q=75,Manx,Other Breeds,"Originally called the ""stubbin"" cat, the affectionate, friendly, and inquisitive Manx cat is a loyal companion who makes for a wonderful family pet. Known to be a vocal kitty, the Manx loves to tell you all about their day. You will often find this ""mini race care driver"" zooming around looking for fun, in between seeking playtime and lots of cuddles with you.",Isle of Man,Variety of patterns,Shorthair,Hind leg weakness or paralysis,16+ years,"Children, Dogs, Cats, Families",Medium,High,High,Medium,High,High,1,1,1,1,10,16
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3ByEBqo9zsrhjYHn5ixdis%2Fb1051049467b6e5e779351d81eceb3e5%2FManx_cat_breed_library.jpg&w=1080&q=75,Manx,Other Breeds,"Originally called the ""stubbin"" cat, the affectionate, friendly, and inquisitive Manx cat is a loyal companion who makes for a wonderful family pet. Known to be a vocal kitty, the Manx loves to tell you all about their day. You will often find this ""mini race care driver"" zooming around looking for fun, in between seeking playtime and lots of cuddles with you.",Isle of Man,Variety of patterns,Shorthair,Constipation,16+ years,"Children, Dogs, Cats, Families",Medium,High,High,Medium,High,High,1,1,1,1,10,16
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3ByEBqo9zsrhjYHn5ixdis%2Fb1051049467b6e5e779351d81eceb3e5%2FManx_cat_breed_library.jpg&w=1080&q=75,Manx,Other Breeds,"Originally called the ""stubbin"" cat, the affectionate, friendly, and inquisitive Manx cat is a loyal companion who makes for a wonderful family pet. Known to be a vocal kitty, the Manx loves to tell you all about their day. You will often find this ""mini race care driver"" zooming around looking for fun, in between seeking playtime and lots of cuddles with you.",Isle of Man,Variety of patterns,Shorthair,Manx Syndrome,16+ years,"Children, Dogs, Cats, Families",Medium,High,High,Medium,High,High,1,1,1,1,10,16
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3ByEBqo9zsrhjYHn5ixdis%2Fb1051049467b6e5e779351d81eceb3e5%2FManx_cat_breed_library.jpg&w=1080&q=75,Manx,Other Breeds,"Originally called the ""stubbin"" cat, the affectionate, friendly, and inquisitive Manx cat is a loyal companion who makes for a wonderful family pet. Known to be a vocal kitty, the Manx loves to tell you all about their day. You will often find this ""mini race care driver"" zooming around looking for fun, in between seeking playtime and lots of cuddles with you.",Isle of Man,Variety of patterns,Longhair,Prone to obesity,16+ years,"Children, Dogs, Cats, Families",Medium,High,High,Medium,High,High,1,1,1,1,10,16
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3ByEBqo9zsrhjYHn5ixdis%2Fb1051049467b6e5e779351d81eceb3e5%2FManx_cat_breed_library.jpg&w=1080&q=75,Manx,Other Breeds,"Originally called the ""stubbin"" cat, the affectionate, friendly, and inquisitive Manx cat is a loyal companion who makes for a wonderful family pet. Known to be a vocal kitty, the Manx loves to tell you all about their day. You will often find this ""mini race care driver"" zooming around looking for fun, in between seeking playtime and lots of cuddles with you.",Isle of Man,Variety of patterns,Longhair,Feline lower urinary tract disease,16+ years,"Children, Dogs, Cats, Families",Medium,High,High,Medium,High,High,1,1,1,1,10,16
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3ByEBqo9zsrhjYHn5ixdis%2Fb1051049467b6e5e779351d81eceb3e5%2FManx_cat_breed_library.jpg&w=1080&q=75,Manx,Other Breeds,"Originally called the ""stubbin"" cat, the affectionate, friendly, and inquisitive Manx cat is a loyal companion who makes for a wonderful family pet. Known to be a vocal kitty, the Manx loves to tell you all about their day. You will often find this ""mini race care driver"" zooming around looking for fun, in between seeking playtime and lots of cuddles with you.",Isle of Man,Variety of patterns,Longhair,Hind leg weakness or paralysis,16+ years,"Children, Dogs, Cats, Families",Medium,High,High,Medium,High,High,1,1,1,1,10,16
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3ByEBqo9zsrhjYHn5ixdis%2Fb1051049467b6e5e779351d81eceb3e5%2FManx_cat_breed_library.jpg&w=1080&q=75,Manx,Other Breeds,"Originally called the ""stubbin"" cat, the affectionate, friendly, and inquisitive Manx cat is a loyal companion who makes for a wonderful family pet. Known to be a vocal kitty, the Manx loves to tell you all about their day. You will often find this ""mini race care driver"" zooming around looking for fun, in between seeking playtime and lots of cuddles with you.",Isle of Man,Variety of patterns,Longhair,Constipation,16+ years,"Children, Dogs, Cats, Families",Medium,High,High,Medium,High,High,1,1,1,1,10,16
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F3ByEBqo9zsrhjYHn5ixdis%2Fb1051049467b6e5e779351d81eceb3e5%2FManx_cat_breed_library.jpg&w=1080&q=75,Manx,Other Breeds,"Originally called the ""stubbin"" cat, the affectionate, friendly, and inquisitive Manx cat is a loyal companion who makes for a wonderful family pet. Known to be a vocal kitty, the Manx loves to tell you all about their day. You will often find this ""mini race care driver"" zooming around looking for fun, in between seeking playtime and lots of cuddles with you.",Isle of Man,Variety of patterns,Longhair,Manx Syndrome,16+ years,"Children, Dogs, Cats, Families",Medium,High,High,Medium,High,High,1,1,1,1,10,16
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F4GfWH270tTa1uJC1kK4ndj%2Fa7da4568f1589b5ed80454c3a63ec475%2Feuropean-shorthair.jpg&w=1080&q=75,European Shorthair,Other Breeds,"The European Shorthair is said to be the ""original"" housecat. Previously known as the Celtic Shorthair (now its own breed), this affectionate and sweet-natured cat has roots that trace back to ancient Rome. A popular breed throughout Europe and other parts of the world that comes in all colors and patterns, the European Shorthair is sure to bring joy to any home.",Sweden,Variety of patterns,Shorthair,No strongly associated genetic conditions,13-20 years,"Children, Dogs, Families, Some Cats",Medium,High,High,Medium,Low,Medium,1,1,1,1,13,20
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F4GfWH270tTa1uJC1kK4ndj%2Fa7da4568f1589b5ed80454c3a63ec475%2Feuropean-shorthair.jpg&w=1080&q=75,European Shorthair,Other Breeds,"The European Shorthair is said to be the ""original"" housecat. Previously known as the Celtic Shorthair (now its own breed), this affectionate and sweet-natured cat has roots that trace back to ancient Rome. A popular breed throughout Europe and other parts of the world that comes in all colors and patterns, the European Shorthair is sure to bring joy to any home.",Sweden,Variety of patterns,Shorthair,Prone to obesity,13-20 years,"Children, Dogs, Families, Some Cats",Medium,High,High,Medium,Low,Medium,1,1,1,1,13,20
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F676VZqovq9NbygrHZt9R5W%2F05442c8b678010e63cf34b5def797d25%2FKorat_cat_breed_library.jpg&w=1080&q=75,Korat,Other Breeds,"The Korat is a highly intelligent breed with ancient origins in Siam, now known as Thailand. An energetic cat that will keep you company and shower you with love, the Korat wants to be your close companion for life. They are easily recognized by their silver-tipped blue coat that only comes in a solid pattern and their lovely heart-shaped face that is associated with good fortune in love and marriage.",Thailand,Solid,Shorthair,Gangliosidosis,15+ years,"Families, children, some dogs and cats",Low,High,High,Medium,High,Medium,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F676VZqovq9NbygrHZt9R5W%2F05442c8b678010e63cf34b5def797d25%2FKorat_cat_breed_library.jpg&w=1080&q=75,Korat,Other Breeds,"The Korat is a highly intelligent breed with ancient origins in Siam, now known as Thailand. An energetic cat that will keep you company and shower you with love, the Korat wants to be your close companion for life. They are easily recognized by their silver-tipped blue coat that only comes in a solid pattern and their lovely heart-shaped face that is associated with good fortune in love and marriage.",Thailand,Solid,Shorthair,Type GM1 & GM2,15+ years,"Families, children, some dogs and cats",Low,High,High,Medium,High,Medium,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2yPmVEjBLMLjDy0JiA1WUa%2F040d1870f23df848da2e436c0e20ae13%2FShutterstock_69423508__1_.jpg&w=1080&q=75,Selkirk Rex,Other Breeds,"This naturally curly cat is often referred to as ""the cat in sheep's clothing"". Sporting a plush, woolly, and dense coat in a wide range of colors and patterns, the Selkirk Rex is an affectionate teddy bear of a cat that can't wait to be welcomed into your home.",USA,Wide variety of patterns,Shorthair,Polycystic kidney disease (PKD),Up to 15 years,"Children, Dogs, Cats, Families",Low,Medium,High,Medium,Medium,Medium,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2yPmVEjBLMLjDy0JiA1WUa%2F040d1870f23df848da2e436c0e20ae13%2FShutterstock_69423508__1_.jpg&w=1080&q=75,Selkirk Rex,Other Breeds,"This naturally curly cat is often referred to as ""the cat in sheep's clothing"". Sporting a plush, woolly, and dense coat in a wide range of colors and patterns, the Selkirk Rex is an affectionate teddy bear of a cat that can't wait to be welcomed into your home.",USA,Wide variety of patterns,Shorthair,Hypertrophic cardiomyopathy (HCM),Up to 15 years,"Children, Dogs, Cats, Families",Low,Medium,High,Medium,Medium,Medium,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2yPmVEjBLMLjDy0JiA1WUa%2F040d1870f23df848da2e436c0e20ae13%2FShutterstock_69423508__1_.jpg&w=1080&q=75,Selkirk Rex,Other Breeds,"This naturally curly cat is often referred to as ""the cat in sheep's clothing"". Sporting a plush, woolly, and dense coat in a wide range of colors and patterns, the Selkirk Rex is an affectionate teddy bear of a cat that can't wait to be welcomed into your home.",USA,Wide variety of patterns,Shorthair,Hip dysplasia,Up to 15 years,"Children, Dogs, Cats, Families",Low,Medium,High,Medium,Medium,Medium,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2yPmVEjBLMLjDy0JiA1WUa%2F040d1870f23df848da2e436c0e20ae13%2FShutterstock_69423508__1_.jpg&w=1080&q=75,Selkirk Rex,Other Breeds,"This naturally curly cat is often referred to as ""the cat in sheep's clothing"". Sporting a plush, woolly, and dense coat in a wide range of colors and patterns, the Selkirk Rex is an affectionate teddy bear of a cat that can't wait to be welcomed into your home.",USA,Wide variety of patterns,Longhair,Polycystic kidney disease (PKD),Up to 15 years,"Children, Dogs, Cats, Families",Low,Medium,High,Medium,Medium,Medium,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2yPmVEjBLMLjDy0JiA1WUa%2F040d1870f23df848da2e436c0e20ae13%2FShutterstock_69423508__1_.jpg&w=1080&q=75,Selkirk Rex,Other Breeds,"This naturally curly cat is often referred to as ""the cat in sheep's clothing"". Sporting a plush, woolly, and dense coat in a wide range of colors and patterns, the Selkirk Rex is an affectionate teddy bear of a cat that can't wait to be welcomed into your home.",USA,Wide variety of patterns,Longhair,Hypertrophic cardiomyopathy (HCM),Up to 15 years,"Children, Dogs, Cats, Families",Low,Medium,High,Medium,Medium,Medium,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F2yPmVEjBLMLjDy0JiA1WUa%2F040d1870f23df848da2e436c0e20ae13%2FShutterstock_69423508__1_.jpg&w=1080&q=75,Selkirk Rex,Other Breeds,"This naturally curly cat is often referred to as ""the cat in sheep's clothing"". Sporting a plush, woolly, and dense coat in a wide range of colors and patterns, the Selkirk Rex is an affectionate teddy bear of a cat that can't wait to be welcomed into your home.",USA,Wide variety of patterns,Longhair,Hip dysplasia,Up to 15 years,"Children, Dogs, Cats, Families",Low,Medium,High,Medium,Medium,Medium,1,1,1,1,10,15
https://basepaws.com//_next/image?url=https%3A%2F%2Fimages.ctfassets.net%2F7hqiona4456t%2F1RuBivBilnfv3J5AOd1Nco%2F453685cb61f234bf06aa7aa01f3867e7%2Fhighlander-cat.jpg&w=1080&q=75,Highlander Cat,Other Breeds,"The Highlander cat, originally called the Highland Lynx, is a young breed dating back to the early 1990s. While wild-looking, this kitty does not have any wild cat blood. The cats of this beautiful breed are recognizable by their  signature curled ears and short expressive tails. These wild-looking kitties are highly intelligent, extremely affectionate, and known to make wonderful additions to both family and single person households.",USA,"Variety of patterns including solid, tabby, tortoiseshell",Shorthair,No strongly associated genetic conditions,10-15 years,"Families, children, cats, cat-friendly dogs",Medium,High,High,High,Low,High,1,1,1,1,10,15
